temp(C) wspeed smoist(mm) stemp(F)
13 5.5 384 77
11 5 363 58
13 5 448 74
15 5.5 345 72
18 5.5 450 61
6 5.3 432 72
17 5.3 336 74
16 5.5 406 56
7 5.2 450 71
17 5.4 399 65
14 5.3 368 62
5 5.1 326 65
10 5.5 335 75
7 5.1 362 60
13 5.2 405 75
13 5.5 352 55
7 5 405 64
8 5.5 416 62
10 5.2 380 59
9 5.4 414 73
18 5.3 360 76
9 5.5 417 74
17 7.1 334 56
19 7.4 450 73
8 5.2 422 70
7 5.5 354 74
19 5.3 345 57
16 5.3 367 66
8 5.2 344 61
8 5.4 433 65
8 5.5 425 54
17 5.4 371 72
17 5.1 386 60
3 5.2 356 71
2 5.1 406 65
2 5.5 376 54
6 5.4 372 54
12 5.5 378 63
5 5.2 357 71
3 5.3 426 74
3 5.3 371 70
3 5.5 403 77
3 5.3 343 77
11 5.4 388 71
18 5.1 352 73
13 5 441 59
14 5.4 380 54
19 5.4 412 59
17 5.3 365 60
10 5.5 438 68
14 5.5 388 74
11 5.5 364 69
10 5 352 63
16 5.4 390 64
20 5 368 77
6 5 366 60
18 5.1 406 61
8 5.1 390 60
18 5.1 394 64
8 5.3 326 57
8 5.4 357 58
10 5.4 440 72
8 5.2 448 74
14 5.1 326 76
17 5.2 440 68
8 5.3 395 55
19 5.3 449 59
16 5 342 67
18 5 416 67
5 5.1 334 67
14 5.1 351 64
10 5.1 380 56
15 5.5 369 70
8 5 334 74
8 5.3 427 56
13 5 439 73
13 5.5 398 62
19 5 379 63
16 5 139 72
17 7.1 179 71
20 7.2 180 58
6 7.2 174 60
19 7.3 160 72
18 7.3 436 75
13 5.4 340 56
15 5 326 50
7 5.2 346 51
17 5.5 436 53
8 5.2 431 48
5 5.3 345 49
8 5.3 387 49
5 5.4 411 57
8 5.2 354 74
17 5.1 446 65
6 5.1 419 58
19 5.5 377 77
17 5.4 428 67
8 5.4 331 68
17 5.2 338 72
16 5 330 56
11 5.4 351 61
13 5.3 341 57
16 5.3 402 61
10 5.1 382 60
11 5.5 337 70
6 5.1 436 59
9 5.1 430 66
19 5.2 394 69
19 5.2 417 67
7 5.4 329 73
7 5.2 353 55
11 5.1 325 58
19 5.5 437 70
15 5.1 450 74
5 5 412 69
7 5.3 327 57
9 5.1 448 63
8 5.5 357 56
9 7.2 358 60
12 7.5 334 74
14 5.2 340 56
6 5.4 328 66
7 5.3 355 54
10 5 366 66
14 5 377 60
9 5 435 62
6 5.2 427 66
6 5 340 55
5 5.4 382 61
2 5.3 372 58
2 5 370 58
3 5.5 349 60
9 5.2 438 72
19 5.3 344 56
11 5.2 425 60
3 5.5 391 76
2 5 373 63
3 5 388 74
2 5.5 385 68
20 5.3 363 68
18 5.2 429 62
5 5.3 343 68
7 5.1 335 69
18 5.3 415 66
11 5.2 349 58
14 5 365 60
18 5.3 331 64
20 5.5 340 59
15 5.3 431 67
8 5.2 399 63
9 5.4 341 64
11 5.1 331 73
17 5.5 372 77
8 5.3 331 68
20 5.2 425 57
18 5 431 75
20 5.1 392 76
15 5.3 430 69
11 5.1 410 62
12 5.5 423 70
18 5.3 430 60
16 5.2 374 74
11 5.5 404 57
20 5.1 340 70
6 5.2 444 60
9 5.1 439 66
7 5.5 421 64
12 5.1 386 58
6 5.3 326 77
7 5.5 360 70
6 5.2 331 58
14 5.3 371 58
13 5.4 343 61
8 5 389 74
8 5.5 180 67
19 7.5 157 67
14 7.3 199 70
8 7.2 186 76
6 7.1 189 62
18 7.5 406 67
20 5.2 394 71
11 5.3 361 54
11 5.1 418 47
7 5.4 368 46
12 5.5 441 52
18 5 438 49
13 5.5 374 52
14 5.1 385 62
19 5.2 327 69
10 5 364 70
19 5 385 68
13 5.2 437 60
20 5.2 441 67
8 5.2 350 65
6 5 425 71
8 5.5 395 70
7 5.3 413 72
13 5.1 427 59
6 5 351 62
17 5.5 437 58
13 5.3 327 62
15 5.4 446 72
11 5.3 327 74
16 5.4 339 75
5 5 400 77
19 5 346 75
15 5.5 409 62
20 5.5 349 54
12 5.4 401 77
17 5.5 383 61
14 5.4 350 56
15 5 445 54
6 5.2 410 72
11 5.2 412 56
11 7.4 338 73
7 7.2 439 77
17 5.2 366 70
12 5.1 398 63
11 5.4 365 72
9 5.5 382 65
16 5.1 409 67
19 5.1 399 57
19 5.5 417 57
20 5 418 59
16 5.1 399 57
3 5.5 388 59
2 5.1 365 66
3 5.4 352 76
16 5 336 71
12 5.4 447 57
9 5.1 356 77
2 5.1 365 76
3 5.4 360 58
3 5.4 380 63
3 5.2 385 63
12 5.1 378 55
14 5.3 443 64
11 5.1 374 58
11 5.4 433 67
13 5.2 343 54
17 5.2 345 75
8 5.2 412 61
18 5.3 419 64
19 5.4 370 70
15 5.5 343 68
6 5.3 390 61
10 5.5 344 65
16 5.4 440 57
13 5.4 327 64
19 5.5 332 57
18 5.4 381 77
13 5.3 335 68
17 5.3 439 66
15 5.4 395 73
20 5.5 345 68
20 5.5 385 65
20 5.4 401 66
18 5 332 73
11 5.3 444 68
18 5.3 393 57
8 5 357 76
14 5.5 360 57
12 5.2 331 64
14 5.2 340 68
17 5.2 344 63
12 5 330 55
18 5.5 328 60
15 5.5 347 66
12 5.1 400 59
14 5.5 433 60
7 5.5 121 60
13 7.5 160 71
12 7.5 141 61
19 7.2 121 72
19 7.3 150 62
10 7.2 421 73
8 5.1 397 62
11 5.1 386 51
13 5.1 341 46
15 5.3 377 45
14 5.4 359 47
20 5 337 53
12 5.1 374 52
10 5.2 423 70
12 5.1 391 67
17 5.1 439 54
7 5.2 379 77
9 5.2 388 61
5 5.5 354 75
8 5.2 435 71
6 5.2 361 62
15 5.1 370 59
8 5.4 331 67
11 5.5 377 60
12 5.4 326 75
16 5.5 419 63
19 5.5 357 77
18 5.4 347 59
11 5.4 390 77
13 5.1 360 73
20 5 340 57
20 5 333 57
8 5.2 425 66
13 5.2 404 70
20 5.3 392 64
9 5.4 400 66
10 5.1 417 63
10 5.5 333 66
14 5.2 446 69
14 5.1 419 59
5 7.5 417 65
8 7.5 422 71
8 5 325 66
6 5.3 411 56
8 5 387 76
16 5 441 58
9 5 341 76
15 5.4 374 74
6 5.1 415 65
10 5 413 56
14 5.4 325 69
3 5.5 393 65
3 5.5 385 57
3 5.5 395 54
19 5.2 377 55
5 5.4 348 71
12 5.2 342 57
2 5.4 434 73
3 5.5 435 62
2 5 436 65
2 5.3 428 76
5 5 415 70
14 5.4 392 61
7 5.4 398 65
14 5.4 437 63
11 5.5 337 58
5 5.4 441 74
17 5.3 439 74
13 5 352 65
19 5.2 413 72
17 5.4 376 63
13 5.1 431 75
9 5.3 375 65
8 5.4 333 72
12 5.5 399 67
17 5.4 345 71
8 5.1 414 58
20 5.1 371 68
17 5.1 414 54
9 5.5 397 55
7 5.3 407 55
14 5.1 398 61
16 5.2 384 70
19 5.4 403 60
8 5.3 429 64
6 5.4 443 58
20 5 375 59
19 5.1 417 75
19 5 393 61
13 5.5 418 70
11 5.5 394 63
18 5.3 424 67
8 5.1 449 60
17 5.2 368 59
16 5.1 383 70
19 5.5 399 72
15 5.3 160 71
10 7.3 159 65
9 7 146 69
16 7.5 127 55
15 7.2 129 61
15 7.5 342 55
10 5.5 404 75
13 5 448 55
6 5.3 379 55
12 5.1 416 47
19 5 344 46
17 5.3 415 47
20 5.3 388 49
19 5.4 423 74
10 5.4 426 70
16 5.1 370 63
11 5.2 445 74
5 5.3 403 56
10 5 341 69
7 5.2 424 64
14 5 415 59
16 5.2 345 62
5 5.4 393 76
19 5 406 61
7 5.2 374 64
9 5.3 422 72
9 5 351 54
14 5 329 56
12 5 356 60
14 5.5 358 64
8 5.3 337 70
16 5 397 59
8 5 440 67
12 5.3 412 69
11 5.1 362 61
13 5 326 60
9 5.3 401 61
9 5.5 397 71
13 5.4 349 77
7 5.5 349 64
9 7.2 418 71
6 7 333 75
12 5.1 377 74
17 5.2 355 57
20 5.2 433 71
9 5 411 64
20 5.2 449 73
19 5.5 345 57
12 5.4 351 57
12 5.5 398 74
14 5.4 437 58
2 5.1 347 69
2 5.3 356 66
3 5 331 69
7 5.2 353 60
17 5.2 359 68
18 5.5 430 66
3 5 373 76
3 5.1 357 66
3 5 427 65
3 5.5 440 74
8 5 352 70
16 5.2 375 73
18 5 428 66
14 5 392 61
10 5.4 375 76
19 5.3 424 75
12 5.1 383 65
10 5.1 339 64
19 5.2 332 61
19 5.5 366 68
12 5.2 415 57
11 5.1 368 62
8 5.5 443 75
7 5.1 328 55
17 5.2 378 66
9 5.5 374 54
13 5 416 64
9 5.5 335 70
17 5.2 375 56
18 5 368 61
13 5.1 431 59
18 5 341 76
18 5 363 56
12 5.3 396 71
19 5.1 398 56
16 5.3 419 58
6 5.5 384 55
7 5.5 412 67
16 5.1 385 67
9 5.1 418 63
14 5.5 372 74
20 5.5 394 77
5 5.2 358 63
17 5.1 356 59
9 5.1 341 60
18 5.4 132 56
11 7 122 65
17 7.1 139 67
18 7.3 165 66
8 7 200 76
10 7.5 441 76
19 5.3 381 68
14 5 384 50
13 5.1 435 52
5 5.1 329 45
20 5.4 432 49
16 5.3 335 45
5 5.4 327 53
7 5 436 73
10 5.5 346 72
19 5.3 350 62
14 5.3 333 75
14 5.4 412 63
15 5.3 409 74
11 5.1 441 74
15 5 424 69
11 5.5 326 66
20 5.2 450 62
20 5.5 362 60
11 5.4 431 74
8 5 439 66
10 5.2 341 71
14 5.3 398 73
9 5.5 375 58
8 5.5 338 69
18 5.2 442 73
8 5.1 371 77
10 5.3 328 76
12 5.5 328 69
17 5.4 400 59
5 5 440 70
19 5.2 443 71
13 5.1 445 77
19 5.5 340 62
20 5.1 333 74
17 7.1 380 69
8 7 381 72
9 5.2 334 67
9 5.3 370 73
15 5 445 72
11 5.4 432 77
10 5.4 387 56
18 5.3 392 54
5 5 405 68
14 5.5 327 64
15 5.2 441 60
2 5.4 438 64
2 5.4 442 54
3 5.4 354 65
13 5.1 378 66
7 5.2 383 61
11 5.5 368 54
3 5.1 428 77
3 5.2 367 70
2 5.2 441 57
2 5.3 338 67
15 5 339 57
6 5.3 406 71
13 5.4 346 74
8 5.4 442 61
8 5.3 417 75
20 5.1 335 63
14 5.3 348 62
12 5 428 59
14 5 397 64
9 5.3 450 65
12 5.4 357 74
16 5.2 401 56
7 5.1 358 68
13 5 433 73
9 5.3 372 68
18 5 405 63
20 5.4 341 60
10 5.3 331 59
20 5 366 56
18 5 407 58
5 5.5 355 67
20 5.5 361 60
17 5.1 383 69
5 5.2 365 54
17 5 358 56
7 5.1 439 57
16 5.4 428 54
10 5.3 442 64
20 5.4 429 62
20 5.2 413 64
8 5 373 59
10 5 380 57
7 5.4 442 76
6 5.2 410 76
8 5.5 340 75
13 5 127 65
16 7.2 133 65
19 7.3 139 69
14 7.1 187 75
8 7 195 72
16 7.2 329 75
11 5.4 420 64
16 5 400 54
11 5.5 327 52
11 5.5 410 45
7 5.5 333 53
17 5.4 367 50
12 5.1 402 52
9 5.1 352 73
18 5.3 392 54
11 5.4 388 64
10 5.5 336 65
9 5 446 68
13 5.3 329 69
12 5.1 393 64
6 5.3 449 77
6 5.1 396 63
6 5.5 346 60
10 5 430 66
15 5.1 443 74
20 5.1 398 64
18 5 355 68
9 5.2 395 76
16 5.1 364 64
14 5.3 445 58
7 5.3 378 56
8 5.1 380 56
17 5 362 73
9 5.3 409 67
11 5.1 382 59
7 5.1 388 62
17 5.1 403 54
13 5 333 74
14 5.5 356 72
14 5.5 429 76
13 7.2 348 57
7 7.3 425 74
11 5.5 436 61
15 5.3 344 76
15 5.2 342 69
10 5.1 431 73
9 5.5 344 58
11 5.1 386 55
7 5.4 356 77
6 5.2 443 58
9 5.3 445 71
3 5.1 432 73
3 5.3 352 74
3 5.5 411 60
9 5.4 412 61
7 5 355 66
20 5.5 448 61
2 5.3 329 64
2 5 367 70
2 5.2 375 77
3 5.3 416 67
12 5 369 70
9 5.2 352 63
13 5.3 432 66
18 5.3 390 64
11 5.5 327 73
20 5 437 73
12 5.1 400 58
15 5.2 426 57
8 5.1 357 56
17 5 385 68
18 5.3 450 75
5 5.5 409 54
14 5.3 408 60
16 5.2 434 60
20 5.1 376 62
19 5.3 414 62
20 5.5 435 57
7 5.4 399 76
18 5.4 447 61
15 5 436 60
10 5 359 63
10 5.4 353 57
19 5.4 408 54
9 5.3 340 54
5 5.3 446 61
5 5.1 388 70
19 5 399 65
12 5 336 59
19 5.4 394 68
10 5.5 331 62
16 5.1 349 54
9 5 335 57
15 5.1 338 72
8 5 399 63
9 5 420 72
5 5.5 126 72
17 7.4 192 59
9 7.5 188 56
19 7.1 150 71
9 7.3 126 61
9 7.3 388 58
14 5.3 329 69
9 5.3 414 45
19 5.2 359 47
20 5.3 389 54
15 5.2 346 53
13 5.4 448 47
7 5 333 46
20 5.4 351 57
16 5 372 70
14 5.3 403 63
12 5.5 367 69
17 5.5 423 66
18 5.1 395 58
15 5.1 329 74
13 5.3 382 76
7 5.5 389 60
7 5 382 66
10 5 448 64
8 5 367 73
19 5.3 349 56
13 5.2 437 61
9 5.1 329 60
13 5.3 426 67
15 5 392 67
7 5.5 383 55
9 5.2 379 71
15 5.2 335 70
8 5.1 344 76
19 5.5 389 76
17 5.1 447 73
10 5.1 385 63
5 5.3 450 77
17 5.1 370 57
16 5.5 410 66
17 7 386 65
7 7 370 74
6 5.4 411 63
8 5.2 436 73
7 5.1 423 61
20 5 404 54
20 5.2 432 55
11 5.5 346 54
10 5.5 397 62
12 5.3 370 68
20 5.5 369 65
2 5.1 415 54
2 5.5 355 59
2 5.5 336 61
17 5.1 389 67
13 5.2 440 56
10 5.3 407 56
3 5.1 365 68
2 5.4 436 73
3 5.3 350 66
3 5.3 330 75
8 5.4 333 56
13 5.2 372 77
7 5.4 377 67
10 5.2 359 65
20 5.2 326 66
17 5.3 446 67
7 5.4 335 69
19 5.2 421 71
6 5.1 413 69
12 5.1 450 71
12 5.2 345 58
8 5.5 401 72
19 5.3 358 68
16 5 352 76
12 5 399 67
19 5.1 363 72
11 5.2 410 56
17 5.5 379 57
15 5.4 416 69
7 5.1 361 62
6 5.2 415 72
10 5.2 390 65
10 5.3 425 61
18 5 397 66
15 5.4 450 72
16 5.1 433 57
17 5.3 426 77
5 5.5 441 62
6 5.5 376 75
13 5.1 402 66
6 5.4 336 61
12 5.5 381 54
18 5.5 389 61
19 5.1 361 69
15 5.3 366 77
16 5.4 144 66
5 7.1 127 58
19 7.1 132 71
11 7 164 55
11 7 126 63
15 7.5 361 67
17 5.4 408 68
20 5.4 327 50
7 5.1 355 53
10 5.2 410 45
17 5.5 328 46
6 5 432 52
9 5.3 363 51
8 5.5 343 63
13 5.5 357 59
13 5 330 62
15 5 391 74
15 5.3 359 54
11 5.1 382 73
16 5.5 420 57
8 5.3 377 69
8 5.3 393 61
5 5.4 405 56
8 5.4 435 58
6 5.4 448 73
19 5.5 449 59
15 5.1 399 54
13 5.2 426 64
12 5.5 340 69
17 5.3 450 65
12 5.5 328 57
9 5 329 62
10 5 325 71
13 5.4 436 63
5 5 342 75
14 5.2 395 61
15 5.1 358 71
7 5.1 410 59
11 5.5 416 76
7 5.3 364 65
12 7 395 64
7 7.5 372 71
12 5.4 428 64
6 5.1 409 74
6 5.3 378 65
16 5.1 356 54
13 5 335 58
14 5.5 444 76
15 5.2 356 76
17 5.1 335 69
15 5.4 334 66
2 5.1 349 73
2 5.1 402 59
2 5 352 58
20 5.3 385 72
7 5.3 400 56
19 5.5 403 77
2 5.3 407 76
3 5.3 326 56
3 5 396 54
3 5.2 434 74
16 5.5 331 54
15 5.5 380 54
6 5.4 357 56
17 5.4 428 69
16 5.5 450 61
11 5.4 436 62
11 5.2 396 59
18 5.1 398 63
16 5.2 334 58
14 5.1 380 71
7 5.1 353 69
13 5.2 407 58
13 5.2 422 65
5 5.1 396 64
8 5 400 70
16 5.3 425 59
19 5.5 355 59
15 5.4 415 59
13 5.5 420 63
8 5.2 373 59
13 5 412 66
17 5.2 432 68
11 5.2 383 62
6 5.2 341 60
11 5.4 345 57
8 5.1 376 69
9 5.3 376 72
20 5.4 408 59
16 5.2 349 74
7 5.3 334 66
8 5.5 440 66
13 5 347 57
15 5.5 442 76
12 5.1 347 63
14 5.1 397 55
14 5.5 146 62
17 7.1 185 72
17 7.4 199 77
16 7.4 191 74
8 7.3 188 72
18 7 381 74
11 5.1 432 62
18 5.5 404 48
14 5.2 414 50
16 5 439 49
15 5.5 432 48
15 5.4 379 50
20 5.2 427 46
9 5.1 341 63
16 5.3 335 74
10 5.2 382 60
17 5.1 445 57
7 5 355 75
5 5.2 346 64
18 5.3 411 70
15 5.5 413 69
6 5.3 394 73
7 5.5 397 69
16 5.3 397 56
17 5.2 442 57
11 5.4 374 73
10 5 401 76
6 5.5 394 74
11 5 408 59
6 5.3 340 67
18 5.2 403 62
6 5.4 394 56
11 5 354 62
13 5.1 384 76
8 5.1 376 69
12 5.3 371 55
10 5.4 393 67
16 5.4 388 61
12 5.3 330 68
12 5.5 419 71
8 7 436 70
13 7.4 386 76
10 5.2 424 69
5 5.2 430 59
16 5 341 60
13 5.2 357 69
7 5.4 335 65
15 5.2 403 59
19 5.4 384 70
11 5.4 432 67
7 5.5 448 63
3 5.1 342 70
3 5 353 73
3 5.3 332 59
19 5.4 376 61
20 5.4 441 57
11 5.2 354 71
3 5.2 373 63
3 5.4 414 58
3 5.5 346 54
2 5.3 423 62
17 5.3 337 67
6 5.2 433 65
10 5.5 390 70
18 5.4 325 57
8 5.4 417 67
19 5.4 434 63
10 5.1 415 65
7 5.4 343 65
18 5.4 436 62
5 5.5 436 61
6 5 378 61
12 5.4 434 57
8 5 327 60
18 5.5 449 66
16 5 336 68
6 5.5 408 72
9 5.3 348 64
12 5.3 446 75
7 5.4 408 58
5 5.2 443 57
5 5.1 449 58
6 5 338 57
11 5.4 418 70
14 5 374 56
18 5.4 343 71
17 5.5 398 62
8 5.4 408 58
7 5 402 57
19 5.2 349 64
14 5.3 350 71
20 5.2 376 62
15 5.2 376 72
8 5.5 438 56
20 5.2 333 75
18 5.4 367 76
20 5 173 61
15 7.5 129 67
5 7.2 128 58
19 7 146 67
5 7.1 173 66
14 7.5 365 55
6 5.5 434 77
16 5.4 345 49
17 5.4 326 53
10 5.5 383 48
9 5.3 383 48
13 5.1 390 50
14 5.1 412 52
17 5.4 442 72
20 5.3 347 58
14 5.1 378 71
13 5 450 68
12 5.4 332 63
9 5.3 446 72
9 5.3 334 67
15 5.3 422 55
16 5 445 59
10 5.2 352 64
14 5.5 434 73
7 5.5 386 72
6 5.3 385 72
18 5.5 364 64
6 5.5 333 65
20 5 415 62
16 5.1 410 58
19 5.5 405 68
17 5 402 77
9 5 336 77
5 5.5 440 67
9 5.5 430 69
8 5 365 70
12 5.3 338 74
16 5.4 368 62
10 5.5 421 54
17 5 421 72
14 7.4 444 73
6 7.1 426 55
9 5 335 62
14 5.2 430 69
14 5.3 378 70
8 5.3 341 74
8 5.5 446 74
12 5 325 72
11 5.4 363 70
8 5 352 58
17 5.1 436 63
3 5.4 342 61
2 5.5 415 59
2 5.4 401 72
13 5.4 420 61
9 5.2 450 70
16 5.5 342 67
2 5.1 442 66
2 5.1 380 55
2 5 349 65
3 5.2 349 54
19 5 338 67
13 5.1 381 71
5 5.1 382 55
20 5.1 363 67
12 5.1 423 56
14 5.1 392 74
16 5.5 421 66
11 5 394 76
17 5.1 326 75
17 5.1 380 74
5 5.5 406 73
9 5.1 336 68
6 5.1 377 65
9 5.2 328 62
9 5.1 392 72
10 5.5 342 62
11 5.3 326 64
5 5.1 404 75
17 5.4 445 55
11 5.4 450 71
16 5.3 394 65
7 5 449 66
16 5.3 345 68
12 5 328 54
14 5.4 375 76
12 5.2 387 54
5 5 427 73
5 5 433 63
12 5 377 59
16 5.2 413 61
12 5.2 435 70
17 5.1 424 70
9 5.3 423 71
15 5.3 371 55
10 5.4 380 67
6 5.3 132 62
10 7.4 170 68
17 7.4 183 69
17 7.2 166 66
6 7 189 72
13 7.4 359 54
15 5.3 392 62
16 5 401 46
6 5.4 340 45
11 5.2 330 55
12 5.1 406 53
19 5.5 329 49
8 5.5 331 51
12 5.4 354 59
9 5.2 444 68
13 5.2 443 56
10 5.3 347 68
12 5.5 416 75
8 5.4 369 69
19 5.4 328 76
5 5.4 435 77
19 5 373 70
14 5.2 420 63
15 5.3 420 76
6 5.1 353 74
20 5.2 395 68
19 5.1 424 59
17 5.4 417 71
10 5 372 65
16 5.4 334 68
15 5.4 407 75
19 5.2 439 65
19 5 390 65
13 5.5 367 55
17 5.2 435 77
12 5.2 398 61
12 5.2 410 60
5 5 356 65
11 5.2 330 60
18 5.4 401 57
18 7.4 402 76
17 7.5 335 69
16 5.1 423 69
10 5.3 371 66
11 5.3 385 67
20 5.5 365 59
14 5.5 434 66
17 5 402 70
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
   
